name,crn,department,number,section,term,credits,start time,end time,days,start date,end date,building,room number,instructor
CHARGER SUCCESS,92625,FYE,101E,4,Fall 2019,1,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Student Services Building,201,Jennifer M English
CHARGER SUCCESS,92626,FYE,101A,1,Fall 2019,1,4:45 PM,5:40 PM,W,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Keith Tyson Jones
CHARGER SUCCESS,92627,FYE,101A,2,Fall 2019,1,9:40 AM,10:35 AM,R,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Laurel A Bollinger
CHARGER SUCCESS,92628,FYE,101A,3,Fall 2019,1,11:20 AM,12:15 PM,R,Aug 21 2019,Dec 13 2019,Roberts Hall,422,Andrew D Cling
CHARGER SUCCESS,92629,FYE,101A,4,Fall 2019,1,9:40 AM,10:35 AM,F,Aug 21 2019,Dec 13 2019,Wilson Hall,168,Jose A Betancourt
CHARGER SUCCESS,92630,FYE,101A,5,Fall 2019,1,11:20 AM,12:15 PM,F,Aug 21 2019,Dec 13 2019,Business Administration Bldg,109,Jennifer M Clifton
STATICS,92632,MAE,271,2,Fall 2019,3,1:00 PM,2:20 PM,MW,Aug 21 2019,Dec 13 2019,Materials Science Building,113,Mehrnaz Doustmohammadi
CRAFT OF HISTORY,92642,HY,300,1,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Roberts Hall,423,Nicole L Pacino
MASTER'S THESIS,92643,CS,699,16,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ramazan S Aygun
DOCTORAL DISSERTATION,92644,CS,799,16,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ramazan S Aygun
DOCTORAL DISSERTATION,92645,CS,799,17,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ramazan S Aygun
DOCTORAL DISSERTATION,92646,CS,799,18,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ramazan S Aygun
STATISTICAL METHODS FOR ENGR,92651,ISE,690,91,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Sampson E Gholston
NURS CARE CRITICALLY ILL ADULT,92652,NUR,401,3,Fall 2019,5,8:00 AM,11:00 AM,F,Aug 21 2019,Dec 13 2019,Nursing Building,204A,Anna B Aultman
CHARGER SUCCESS,92653,FYE,101G,3,Fall 2019,1,9:40 AM,10:35 AM,F,Aug 21 2019,Dec 13 2019,Business Administration Bldg,223,Kyle W Knight
DOCTORAL DISSERTATION,92654,ISE,799,50,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,James J Swain
DOCTORAL DISSERTATION,92655,ISE,799,52,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,James J Swain
INDUSTRIAL & ORGANIZA PSY,92656,ISE,502,91,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Daniel R Krenn
ADV COMP PROGRAMMING IN BUS,92664,IS,310,2,Fall 2019,3,6:00 PM,8:40 PM,W,Aug 21 2019,Dec 13 2019,Business Administration Bldg,207,Dewey C Layman
MATH PROFESSIONAL APPLICATIONS,92666,MA,120,3,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,216,Cynthia L Jones
INTRO TO LINEAR ALGEBRA,92667,MA,244,8,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,121,Tobin S Jackson
PRINC MEASUREMENT & INSTR LAB,92679,MAE,311L,7,Fall 2019,0,4:20 PM,7:20 PM,T,Aug 21 2019,Dec 13 2019,Technology Hall,N263,Lorenzo J Coley
PY SERVICES INTERNSHIP,92681,PY,488,1,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,109,Eric A Seemann
INTRO TO MUSIC LITERATURE,92682,MU,100,9,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Holly V Powe
IS: NUR390 LTRC,92685,NUR,390,2,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Rebecca G Davis
IS: NUR390 LTRC,92686,NUR,390,3,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Amelia C Shrader
IS: NUR390 LTRC,92687,NUR,390,4,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Amy C Darnell
MASTER'S THESIS,92690,BYS,699,3,Fall 2019,2,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sharifa T Love-Rutledge
INTRO FL I: SPANISH JEMISON,92692,WLC,101S,C1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Jemison High School,JEM,Linda S Maier
INTRO TO MUSIC LIT-JEMISON,92693,MU,100,C1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Jemison High School,JEM,Kenneth D Ortlepp
INTRO TO AMERICAN GOVT-JEMISON,92694,PSC,101,C1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Jemison High School,JEM,Emily Roane Peck
MASTER'S ACTION RESEARCH PROJ,92698,ED,690,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Derrick W Smith
INTRO FOREIGN LANG I: SPANISH,92700,WLC,101S,8,Fall 2019,3,2:40 PM,4:00 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,224,Susana Isabel Vizcarra
CODING ALGORITHMS FOR BIOLOGY,92702,BYS,205,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Judy E Cooper
INTRO VIDEO GAME DESGN & PROGM,92704,CS,347,2,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,S101,Timothy S Newman
MASTER'S THESIS,92705,MA,699,3,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Wenzhang Huang
INTERNATIONAL BUSINESS,92706,MGT,450,3,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Business Administration Bldg,114,Anthony P D'Costa
UNDERGRADUATE RESEARCH,92708,BYS,492,4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Joseph D Ng
DOCTORAL DISSERTATION,92711,CPE,799,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
DOCTORAL DISSERTATION,92712,EE,799,46,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jennifer M English
DOCTORAL DISSERTATION,92714,EE,799,84,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Wendi Pan
MASTER'S THESIS,92715,EE,699,19,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Emil Jovanov
MASTER'S THESIS,92716,EE,699,11,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Z Maria Pour
DOCTORAL DISSERTATION,92718,EE,799,51,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Laurie L Joiner
MASTER'S THESIS,92719,EE,699,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Laurie L Joiner
DOCTORAL DISSERTATION,92721,CS,799,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Haeyong Chung
DOCTORAL DISSERTATION,92722,CS,799,50,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Haeyong Chung
DOCTORAL DISSERTATION,92723,CS,799,51,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Haeyong Chung
TECHNICAL WRITING,92724,EH,301,10,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Elizabeth Madrie Hardin
DOCTORAL DISSERTATION,92725,CPE,799,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Laurie L Joiner
DOCTORAL DISSERTATION,92726,EE,799,28,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Fat D Ho
DOCTORAL DISSERTATION,92727,EE,799,66,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Yuri B Shtessel
MASTER'S THESIS,92728,CPE,699,55,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Aleksandar Milenkovic
MASTER'S THESIS,92732,EE,699,29,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Fat D Ho
TWO-DIMENSIONAL DES/COLOR TH,92733,ARS,123,4,Fall 2019,3,11:30 AM,2:00 PM,TR,Aug 21 2019,Dec 13 2019,Wilson Hall,244,Sonja L Rossow
SCHOLARLY INQ ADV NUR PRAC,92735,NUR,602,81,Fall 2019,3,TBA,TBA,TBA,Oct 14 2019,Dec 13 2019,Online Course,ONLINE,Sharon R George
ADV PATHOPHYSIOLOGY,92736,NUR,606,84,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Bethany McNatt Gilbert
MASTER'S THESIS,92740,CS,699,28,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Timothy S Newman
DOCTORAL DISSERTATION,92741,CS,799,28,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Timothy S Newman
DOCTORAL DISSERTATION,92742,CS,799,29,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Timothy S Newman
DOCTORAL DISSERTATION,92743,CS,799,30,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Timothy S Newman
NATURE OF MATHEMATICS,92744,MA,105,2,Fall 2019,3,1:00 PM,2:20 PM,TR,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,150,Betty E Thompson
MASTER'S THESIS,92745,MAE,699,2,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92746,MAE,699,21,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Donald Keith Hollingsworth
MASTER'S THESIS,92747,MAE,699,40,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason R Mayeur
MASTER'S THESIS,92748,MAE,699,59,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92749,MAE,799,22,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Chang-Kwon Kang
INTRO COMPUTING ENGINEERS,92751,ENG,101,3,Fall 2019,3,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Nursing Building,103A,Terryn Fredrickson
SOCIAL MEDIA MARKETING,92752,MKT,470,1,Fall 2019,3,6:00 PM,8:40 PM,T,Aug 21 2019,Dec 13 2019,Business Administration Bldg,109,Valentina Iscaro
MASTER'S THESIS,92753,MA,699,4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
MASTER'S THESIS,92756,EE,699,28,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Fat D Ho
DOCTORAL DISSERTATION,92757,EE,799,61,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Biswajit Ray
DOCTORAL DISSERTATION,92758,EE,799,62,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Biswajit Ray
GENERAL PSYCHOLOGY I,92759,PY,101,4,Fall 2019,3,6:00 PM,7:20 PM,MW,Aug 21 2019,Dec 13 2019,Nursing Building,205A,Charles Coleman
INDEPENDENT PROJECTS,92760,ARS,495,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Keith Tyson Jones
INDEPENDENT STUDY,92763,CS,795,13,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Letha H Etzkorn
GRADUATE LIBRARY COURSE,92765,LIB,501,1,Fall 2019,0,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,David P Moore
CLINICAL EXPERIENCE,92770,NUR,610L,10,Fall 2019,0,2:00 PM,2:50 PM,W,Aug 21 2019,Dec 13 2019,Nursing Building,103B,Amy L Beck
DOCTORAL DISSERTATION,92771,CPE,799,74,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Buren E Wells
DOCTORAL DISSERTATION,92772,CPE,799,6,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Thomas H Morris
HONORS ENGLISH SEMINAR,92773,EH,105,H19,Fall 2019,3,8:00 AM,9:20 AM,MW,Aug 21 2019,Dec 13 2019,Roberts Hall,325,Alanna Michelle Frost
INTRO FOREIGN LANG I: SPANISH,92774,WLC,101S,9,Fall 2019,3,4:20 PM,5:40 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,224,Susana Isabel Vizcarra
CALCULUS A,92775,MA,171,16,Fall 2019,4,1:00 PM,1:55 PM,MTWF,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,103,Siroj Kansakar
GENERAL PHYSICS I LAB,92776,PH,101L,8,Fall 2019,0,6:00 PM,8:00 PM,M,Aug 21 2019,Dec 13 2019,Optics Building,202A,Themistoklis Chronis
LABORATORY,92777,ESS,103L,5,Fall 2019,0,8:30 AM,10:30 AM,F,Aug 21 2019,Dec 13 2019,Materials Science Building,102,Megan Sirbaugh
ASTRONOMY LABORATORY,92780,AST,106L,9,Fall 2019,0,4:00 PM,6:00 PM,T,Aug 21 2019,Dec 13 2019,Optics Building,253,Ming Sun
DOCTORAL DISSERTATION,92781,MAE,799,2,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92782,MAE,799,21,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Donald Keith Hollingsworth
DOCTORAL DISSERTATION,92783,MAE,799,40,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Jason R Mayeur
INTRO TO MUSIC LITERATURE,92786,MU,100,10,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Heidi D Crane
HONORS THESIS,92788,HON,499,H11,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Lawrence D Thomas
HONORS THESIS,92789,HON,499,H12,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,David L Kyle
ST: INTRO TO STATISTICS,92790,MA,490,3,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Dongsheng Wu
COLLEGE WRITING II,92794,EH,102,10,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Materials Science Building,106,Jacklon M Wright
INQRY TO EVIDNC BASED NURS PRC,92796,NUR,307,H4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sharon S Coffey
HEALTH PROMOTION NUR MAJORS,92797,NUR,220,84,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Tammy E Clemmons
DOCTORAL DISSERTATION,92799,ISE,799,20,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bryan L Mesmer
GENERAL PHYSICS LAB I,92800,PH,114,9,Fall 2019,1,6:00 PM,8:00 PM,R,Aug 21 2019,Dec 13 2019,Optics Building,202A,Themistoklis Chronis
COLLEGE WRITING I,92802,EH,101,23,Fall 2019,3,9:40 AM,11:00 AM,MW,Aug 21 2019,Dec 13 2019,Conference Training Center,131,Sarah E Barbre
CALCULUS C,92804,MA,201,10,Fall 2019,4,1:00 PM,2:50 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,113,Genevieve Stanley Crook
DOCTORAL DISSERTATION,92807,ISE,799,32,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Sampson E Gholston
DOCTORAL DISSERTATION,92808,EE,799,49,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Laurie L Joiner
DOCTORAL DISSERTATION,92809,EE,799,65,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Yuri B Shtessel
DOCTORAL DISSERTATION,92810,SPA,799,46,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Robert D Preece
LAB ROTATIONS IN BIOTECHNOLOGY,92811,BSE,702,11,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Hapuarachchige Surangi Jayawardena
DOCTORAL DISSERTATION,92812,BSE,799,34,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Hapuarachchige Surangi Jayawardena
DOCTORAL DISSERTATION,92813,BSE,799,35,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Hapuarachchige Surangi Jayawardena
DOCTORAL DISSERTATION,92814,BSE,799,36,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Hapuarachchige Surangi Jayawardena
DOCTORAL DISSERTATION,92815,BSE,799,37,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bernhard Wg Vogler
DOCTORAL DISSERTATION,92816,BSE,799,38,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bernhard Wg Vogler
DOCTORAL DISSERTATION,92817,BSE,799,39,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bernhard Wg Vogler
MASTER'S THESIS,92818,ISE,699,20,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bryan L Mesmer
INTRO COMP PROG IN BUS,92820,IS,210,2,Fall 2019,3,11:20 AM,12:40 PM,TR,Aug 21 2019,Dec 13 2019,Business Administration Bldg,211,Dewey C Layman
MASTER'S THESIS,92823,MA,699,5,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,TBA
DOCTORAL DISSERTATION,92824,CS,799,22,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
ACADEMIC WRITING PROFESS STUDI,92825,PRO,310,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Oct 09 2019,Online Course,ONLINE,Mary Kathryn Sealy
INSTRUMENTAL ANALYSIS,92827,CH,421,2,Fall 2019,4,5:45 PM,8:45 PM,R,Aug 21 2019,Dec 13 2019,TBA,TBA,Leslie John Ray Foster
INSTRUMENTAL ANALYSIS,92827,CH,421,2,Fall 2019,4,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Leslie John Ray Foster
CHEMICAL INSTRUMENTATION,92828,CH,521,2,Fall 2019,4,5:45 PM,8:45 PM,R,Aug 21 2019,Dec 13 2019,TBA,TBA,Leslie John Ray Foster
CHEMICAL INSTRUMENTATION,92828,CH,521,2,Fall 2019,4,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Materials Science Building,104,Leslie John Ray Foster
DOCTORAL DISSERTATION,92829,MOD,799,3,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
DOCTORAL DISSERTATION,92830,MOD,799,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
DOCTORAL DISSERTATION,92831,EE,799,64,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Yuri B Shtessel
DOCTORAL DISSERTATION,92832,EE,799,67,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,M Tauhidur Rahman
DOCTORAL DISSERTATION,92833,EE,799,7,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Reza Adhami
INTRO COMPUTATIONAL TOOLS,92834,MAE,211,6,Fall 2019,2,4:20 PM,5:40 PM,TR,Aug 21 2019,Dec 13 2019,Technology Hall,N214,Marcelo A Martins
INTRO FOREIGN LANG I: SPANISH,92836,WLC,101S,10,Fall 2019,3,11:20 AM,12:40 PM,MW,Aug 21 2019,Dec 13 2019,Business Administration Bldg,109,Susana Isabel Vizcarra
DOCTORAL DISSERTATION,92837,EE,799,90,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Robert G Lindquist
ENG ORG-SOC WOMEN ENGINEERS,92838,ENG,109,1,Fall 2019,1,11:20 AM,12:40 PM,R,Aug 21 2019,Dec 13 2019,Shelby Science & Technology Ct,203,Jennifer M English
ENG ORG-AMER SOC CIVIL ENGRS,92839,ENG,109,2,Fall 2019,1,6:30 PM,8:30 PM,W,Aug 21 2019,Dec 13 2019,Technology Hall,N202,Jennifer M English
DOCTORAL DISSERTATION,92840,ISE,799,70,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Paul D Collopy
DOCTORAL DISSERTATION,92841,EE,799,29,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Fat D Ho
DOCTORAL DISSERTATION,92842,ISE,799,30,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Sampson E Gholston
ENG ORG,92843,ENG,109,3,Fall 2019,1,6:30 PM,8:30 PM,R,Aug 21 2019,Dec 13 2019,Engineering Building,239,Jennifer M English
STUDIO INSTR-GUITAR,92844,MUA,145,1,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Phillip E Weaver
DOCTORAL DISSERTATION,92847,EE,799,38,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Junpeng Guo
DOCTORAL DISSERTATION,92851,OSE,799,3,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Don A Gregory
DOCTORAL DISSERTATION,92852,OSE,799,4,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Patrick J Reardon
MASTER'S THESIS,92853,CS,699,4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Huaming Zhang
IS: TEST TAKING SKILLS,92854,NUR,390,7,Fall 2019,1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Tracy Lee Sims Thornton
DOCTORAL DISSERTATION,92855,CS,799,4,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Huaming Zhang
DOCTORAL DISSERTATION,92857,EE,799,33,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ravi S Gorur
DOCTORAL DISSERTATION,92858,EE,799,82,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Wendi Pan
DOCTORAL DISSERTATION,92859,EE,799,12,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Z Maria Pour
MASTER'S THESIS,92861,ISE,699,40,Fall 2019,-1,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Lawrence D Thomas
SENIOR THESIS,92862,ARH,400,2,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Lillian B Joyce
PIANO CLASS,92865,MU,130,2,Fall 2019,1,11:20 AM,12:15 PM,MW,Aug 21 2019,Dec 13 2019,Early Learning Center,122,Ingrid E Weaver
MASTER'S THESIS,92866,CHE,699,1,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Kyung-Ho Roh
DOCTORAL DISSERTATION,92867,CHE,799,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Yu Lei
MASTER'S THESIS,92869,BYS,699,5,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Robert L McFeeters
MASTER'S THESIS,92870,BYS,699,6,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Eric M Mendenhall
MASTER'S THESIS,92871,BYS,699,7,Fall 2019,4,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bruce W Stallsmith
MARRIAGE AND FAMILY,92873,SOC,206,1,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,Online Course,ONLINE,Anaafi I Sakyi-Addo
RESEARCH,92874,BYS,692,4,Fall 2019,4,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Luis R Cruz-Vera
RESEARCH,92875,BYS,692,6,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Eric M Mendenhall
RESEARCH,92876,BYS,692,7,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Matthew L Niemiller
RESEARCH,92877,BYS,692,8,Fall 2019,4,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Bruce W Stallsmith
DOCTORAL DISSERTATION,92879,CS,799,24,Fall 2019,9,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Mikel D Petty
MASTER'S THESIS,92880,CS,699,24,Fall 2019,6,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Ramazan S Aygun
UNDERGRADUATE RESEARCH,92881,BYS,492,5,Fall 2019,2,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Zachary W Culumber
MASTER'S THESIS,92882,CHE,699,5,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Dec 13 2019,TBA,TBA,Carmen Scholz
US HEALTHCARE SYSTEM,92883,NUR,629,82,Fall 2019,3,TBA,TBA,TBA,Aug 21 2019,Oct 09 2019,Online Course,ONLINE,Dorothy M Grillo
SCHOLARLY INQ ADV NUR PRAC,92884,NUR,602,82,Fall 2019,3,TBA,TBA,TBA,Oct 14 2019,Dec 13 2019,Online Course,ONLINE,Brenda S Talley
